#timestamp  force.x[N]  force.y[N]  force.z[N]  torque.x[N m]  torque.y[N m]  torque.z[N m]  sinkage[mm]  rotary_encoder[]
1536387784.007492840,1.1,0.05,0,0.002,-0.004,-0.0064,-0.11536387784.027581561,1.1,0.05,0,0.002,-0.004,-0.0064,-0.11536387784.047335025,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387784.067573745,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387784.087469395,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387784.107344369,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387784.127574599,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387784.147583841,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387784.167329962,1.15,0.1,0,0.001,-0.004,-0.0056,-0.11536387784.187325612,1.15,0.1,0,0.002,-0.004,-0.0056,-0.1,0
1536387784.208460727,1.1,0.05,0,0.002,-0.004,-0.0064,-0.11536387784.227343056,1.1,0.1,0,0.001,-0.004,-0.0064,-0.11536387784.247334226,1.1,0.05,0,0.001,-0.004,-0.0064,-0.11536387784.267561174,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387784.287579011,1.1,0.15,0,0.001,-0.004,-0.0056,-0.11536387784.307212581,1.15,0.1,0,0.001,-0.004,-0.0056,-0.11536387784.327572549,1.15,0.1,0,0.001,-0.004,-0.0056,-0.11536387784.347583198,1.1,0.05,0,0.001,-0.004,-0.0064,-0.11536387784.367574420,1.1,0.05,0,0.001,-0.004,-0.0064,-0.11536387784.387092106,1.1,0.1,0,0.001,-0.004,-0.0064,-0.1,0
1536387784.407855507,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387784.427336214,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387784.447581131,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387784.467207618,1.1,0.05,0,0.002,-0.004,-0.0064,-0.11536387784.487684095,1.1,0.05,0,0.002,-0.004,-0.0064,-0.11536387784.507455268,1.1,0.1,0,0.002,-0.003,-0.0056,-0.11536387784.527630655,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387784.547233861,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387784.567685755,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387784.587329793,1.1,0.05,0,0.001,-0.004,-0.0064,-0.1,0
1536387784.607576690,1.1,0.05,0,0.001,-0.004,-0.0064,-0.11536387784.627449892,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387784.647344345,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387784.667554471,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387784.687552724,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387784.710390163,1.1,0.05,0,0.002,-0.004,-0.0064,-0.11536387784.727774020,1.1,0.05,0,0.002,-0.004,-0.0064,-0.11536387784.747330404,1.1,0.05,0,0.002,-0.004,-0.0064,-0.11536387784.767446989,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387784.787574460,1.1,0.05,0,0.002,-0.004,-0.0064,-0.1,0
1536387784.807342924,1.1,0.05,0,0.001,-0.004,-0.0064,-0.11536387784.827594404,1.1,0.05,0,0.001,-0.004,-0.0064,-0.11536387784.847457034,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387784.867457370,1.1,0.05,0,0.002,-0.004,-0.0064,-0.11536387784.887572133,1.1,0.05,0,0.002,-0.004,-0.0064,-0.11536387784.908000589,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387784.927631139,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387784.947808921,1.1,0.05,0,0.001,-0.004,-0.0064,-0.11536387784.968060818,1.1,0.05,0,0.002,-0.004,-0.0064,-0.11536387784.987803136,1.1,0.1,0,0.002,-0.004,-0.0056,-0.1,0
1536387785.007554518,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387785.027688289,1.1,0.05,0,0.002,-0.004,-0.0064,-0.11536387785.048348512,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387785.067532190,1.1,0.05,0,0.002,-0.004,-0.0056,-0.11536387785.087812887,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387785.107806243,1.1,0.05,0,0.001,-0.004,-0.0056,-0.11536387785.127974910,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387785.147312909,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387785.167976935,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387785.187678992,1.1,0.1,0,0.002,-0.004,-0.0056,-0.1,0
1536387785.208088906,1.1,0.05,0,0.002,-0.004,-0.0064,-0.11536387785.227595758,1.1,0.05,0,0.002,-0.004,-0.0064,-0.11536387785.247927964,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387785.267700177,1.15,0.1,0,0.002,-0.004,-0.0056,-0.11536387785.287782855,1.1,0.05,0,0.001,-0.004,-0.0064,-0.11536387785.307951626,1.1,0.1,0,0.001,-0.004,-0.0064,-0.11536387785.328163886,1.1,0.05,0,0.002,-0.004,-0.0064,-0.11536387785.347613134,1.1,0.05,0,0.001,-0.004,-0.0064,-0.11536387785.367553053,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387785.388057602,1.1,0.1,0,0.001,-0.004,-0.0064,-0.1,0
1536387785.407625338,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387785.427859368,1.1,0.05,0,0.001,-0.004,-0.0064,-0.11536387785.447971421,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387785.467979673,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387785.487315068,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387785.507980812,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387785.527666881,1.1,0.05,0,0.001,-0.004,-0.0064,-0.11536387785.547982889,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387785.567461824,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387785.588006372,1.1,0.1,0,0.001,-0.004,-0.0056,-0.1,0
1536387785.607738742,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387785.627511476,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387785.647650091,1.1,0.05,0,0.001,-0.004,-0.0064,-0.11536387785.667635687,1.1,0.1,0,0.001,-0.004,-0.0064,-0.11536387785.687259985,1.1,0.05,0,0.001,-0.004,-0.0064,-0.11536387785.707617503,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387785.727640130,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387785.747632340,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387785.767143932,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387785.787913685,1.1,0.1,0,0.001,-0.004,-0.0056,-0.1,0
1536387785.807510900,1.1,0.05,0,0.002,-0.004,-0.0064,-0.11536387785.827626442,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387785.847502664,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387785.867632582,1.1,0.05,0,0.002,-0.004,-0.0064,-0.11536387785.887761509,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387785.907384557,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387785.927734732,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387785.947645016,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387785.967378584,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387785.987747769,1.1,0.05,0,0.002,-0.004,-0.0064,-0.1,0
1536387786.007514097,1.1,0.05,0,0.002,-0.004,-0.0064,-0.11536387786.027388026,1.1,0.05,0,0.001,-0.004,-0.0064,-0.11536387786.047746272,1.1,0.1,0,0.001,-0.004,-0.0064,-0.11536387786.067645983,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387786.087640431,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387786.107149990,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387786.127747087,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387786.147504247,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387786.167634163,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387786.187261793,1.1,0.1,0,0.001,-0.004,-0.0056,-0.1,0
1536387786.207863058,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387786.228595466,1.05,0.05,0,0.002,-0.004,-0.0064,-0.11536387786.247383679,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387786.269089253,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387786.287257213,1.1,0.05,0,0.001,-0.004,-0.0064,-0.11536387786.307496503,1.1,0.05,0,0.001,-0.004,-0.0064,-0.11536387786.327876051,1.1,0.1,0,0.001,-0.004,-0.0064,-0.11536387786.349148297,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387786.367159175,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387786.387495235,1.1,0.1,0,0.001,-0.004,-0.0056,-0.1,0
1536387786.407596453,1.1,0.05,0,0.001,-0.004,-0.0056,-0.11536387786.427339759,1.1,0.05,0,0.001,-0.004,-0.0064,-0.11536387786.447607329,1.1,0.05,0,0.001,-0.004,-0.0064,-0.11536387786.467219126,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387786.487691277,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387786.507447552,1.1,0.1,0,0.002,-0.004,-0.0056,-0.11536387786.527582051,1.1,0.1,0,0.001,-0.004,-0.0056,-0.11536387786.547790976,1.1,0.05,0,0.002,-0.004,-0.0064,-0.11536387786.567386992,1.1,0.05,0,0.001,-0.004,-0.0064,-0.11536387786.587497429,1.1,0.1,0,0.001,-0.004,-0.0056,-0.1,0
